mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	diminuendo_line	crescendo_hairpin	crescendo_line
34	33	261/2	261/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	990										5			
34	33	785/6	785/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	991										5			
34	33	787/6	787/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	992										5			
34	33	263/2	263/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	993										5			
34	33	791/6	791/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	994										5			
34	33	793/6	793/6	0.0	11/12	11/12	Spanner	4/4	2	1	0																
34	33	793/6	793/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	995													
34	33	257/2	257/2	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	996													
34	33	261/2	261/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	997													
35	34	265/2	265/2	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	998	Schein;												
35	34	271/2	271/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	999	um												
35	34	265/2	265/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	1000													
35	34	797/6	797/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	1001													
35	34	799/6	799/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	1002													
35	34	267/2	267/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	1003													
35	34	803/6	803/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	1004													
35	34	805/6	805/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	1005													
35	34	269/2	269/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	1006													
35	34	809/6	809/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	1007													
35	34	811/6	811/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	1008													
35	34	271/2	271/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	1009													
35	34	815/6	815/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	1010													
35	34	817/6	817/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	1011													
35	34	265/2	265/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	1012													
35	34	797/6	797/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	1013													
35	34	799/6	799/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	1014													
35	34	267/2	267/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	1015													
35	34	803/6	803/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	1016													
35	34	805/6	805/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	1017													
35	34	269/2	269/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	1018													
35	34	809/6	809/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	1019													
35	34	811/6	811/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	1020													
35	34	271/2	271/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	1021													
35	34	815/6	815/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	1022													
35	34	817/6	817/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	1023													
36	35	273/2	273/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	1024	Blu-												
36	35	138	138	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1025	-men,												
36	35	277/2	277/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1026	Wald												
36	35	279/2	279/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1027	und												
36	35	273/2	273/2	0.0	0	0	Dynamic	4/4	2	1	0					p											
36	35	273/2	273/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	1028													
36	35	821/6	821/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	1029													
36	35	823/6	823/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	1030													
36	35	275/2	275/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	1031													
36	35	827/6	827/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	1032													
36	35	829/6	829/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	1033													
36	35	277/2	277/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	1034													
36	35	833/6	833/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	1035													
36	35	835/6	835/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	1036													
36	35	279/2	279/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	1037													
36	35	839/6	839/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	1038													
36	35	841/6	841/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	1039													
36	35	273/2	273/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	1040													
36	35	821/6	821/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	1041													
36	35	823/6	823/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	1042													
36	35	275/2	275/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	1043													
36	35	827/6	827/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	1044													
36	35	829/6	829/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	1045													
36	35	277/2	277/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	1046													
36	35	833/6	833/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	1047													
36	35	835/6	835/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	1048													
36	35	279/2	279/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	1049													
36	35	839/6	839/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	1050													
36	35	841/6	841/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	1051													
37	36	281/2	281/2	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1052	Schlucht												
37	36	283/2	283/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1053	er-												
37	36	285/2	285/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1054	-goss												
37	36	287/2	287/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1055	sich												
37	36	281/2	281/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	1056													
37	36	845/6	845/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	1057													
37	36	847/6	847/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	1058													
37	36	851/6	851/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	1059													
37	36	853/6	853/6	0.0	5/12	5/12	Spanner	4/4	2	1	0																2
37	36	853/6	853/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	1060													2
37	36	857/6	857/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	1061													2
37	36	859/6	859/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	1062													2
37	36	863/6	863/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	1063													2
37	36	865/6	865/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	1064													2
37	36	281/2	281/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	1065													
37	36	845/6	845/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	1066													
37	36	847/6	847/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	1067													
37	36	851/6	851/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	1068													
37	36	853/6	853/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	1069													
37	36	857/6	857/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	1070													
37	36	859/6	859/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	1071													
37	36	863/6	863/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	1072													
37	36	865/6	865/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	1073													
38	37	289/2	289/2	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	1074	gol-												
38	37	295/2	295/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1075	-dig												
38	37	289/2	289/2	0.0	0	0	Spanner	4/4	2	1	0																
38	37	869/6	869/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	1076													
38	37	871/6	871/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	1077													
38	37	291/2	291/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	1078													
38	37	875/6	875/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	1079													
38	37	877/6	877/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	1080													
38	37	293/2	293/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	1081													
38	37	881/6	881/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	1082													
38	37	883/6	883/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	1083													
38	37	295/2	295/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	1084													
38	37	887/6	887/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	1085													
38	37	889/6	889/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	1086													
38	37	289/2	289/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	1087													
38	37	869/6	869/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	1088													
38	37	871/6	871/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	1089													
38	37	291/2	291/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	1090													
38	37	875/6	875/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	1091													
38	37	877/6	877/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	1092													
38	37	293/2	293/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	1093													
38	37	881/6	881/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	1094													
38	37	883/6	883/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	1095													
38	37	295/2	295/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	1096													
38	37	887/6	887/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	1097													
38	37	889/6	889/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	1098													
39	38	297/2	297/2	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	1099	ro-												
39	38	301/2	301/2	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1100	-ther												
39	38	893/6	893/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	1101													
39	38	895/6	895/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	1102													
39	38	299/2	299/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	1103													
39	38	899/6	899/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	1104													
39	38	901/6	901/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	1105													
39	38	301/2	301/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	1106													
39	38	905/6	905/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	1107													
39	38	907/6	907/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	1108													
39	38	303/2	303/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	1109													
39	38	911/6	911/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	1110													
39	38	913/6	913/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	1111													
39	38	297/2	297/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	1112													
39	38	893/6	893/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	1113													
39	38	895/6	895/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	1114													
39	38	299/2	299/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	1115													
39	38	899/6	899/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	1116													
39	38	901/6	901/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	1117													
39	38	301/2	301/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	1118													
39	38	905/6	905/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	1119													
39	38	907/6	907/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	1120													
39	38	303/2	303/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	1121													
39	38	911/6	911/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	1122													
39	38	913/6	913/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	1123													
40	39	305/2	305/2	4.0	0	0	Chord	4/4	1	1	1	1	1	1124													
40	39	313/2	313/2	0.0	1	1	Tempo	4/4	1	1	0							langsamer	85.0			1.0					
40	39	305/2	305/2	0.0	0	0	Dynamic	4/4	2	1	0					fp											
40	39	305/2	305/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12	1/8	2/3	1125													
40	39	917/6	917/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	1126													
40	39	919/6	919/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	1127													
40	39	307/2	307/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	1128													
40	39	923/6	923/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	1129													
40	39	925/6	925/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	1130													
40	39	309/2	309/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	1131													
40	39	929/6	929/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	1132													
40	39	931/6	931/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	1133													
40	39	311/2	311/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	1134													
40	39	935/6	935/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	1135													
40	39	937/6	937/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	1136													
40	39	305/2	305/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	1137													
40	39	917/6	917/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	1138													
40	39	919/6	919/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	1139													
40	39	307/2	307/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	1140													
40	39	923/6	923/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	1141													
40	39	925/6	925/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	1142													
40	39	309/2	309/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	1143													
40	39	929/6	929/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	1144													
40	39	931/6	931/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	1145													
40	39	311/2	311/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	1146													
40	39	935/6	935/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	1147													
40	39	937/6	937/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	1148													
40	39	305/2	305/2	4.0	0	0	Chord	4/4	3	2	1	1	1	1149													
41	40	941/6	941/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	1150													
41	40	943/6	943/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	1151													
41	40	315/2	315/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	1152													
41	40	947/6	947/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	1153													
41	40	949/6	949/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	1154													
41	40	317/2	317/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	1155													
41	40	953/6	953/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	1156													
41	40	955/6	955/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	1157													
41	40	319/2	319/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	1158													
41	40	959/6	959/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	1159													
41	40	961/6	961/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	1160													
41	40	313/2	313/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	1161													
41	40	941/6	941/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	1162													
41	40	943/6	943/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	1163													
41	40	315/2	315/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	1164													
41	40	947/6	947/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	1165													
41	40	949/6	949/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	1166													
41	40	317/2	317/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	1167													
41	40	953/6	953/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	1168													
41	40	955/6	955/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	1169													
41	40	319/2	319/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	1170													
41	40	959/6	959/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	1171													
41	40	961/6	961/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	1172													
41	40	313/2	313/2	4.0	0	0	Chord	4/4	3	2	1	1	1	1173													
42	41	327/2	327/2	0.0	3/4	3/4	Tempo	4/4	1	1	0							langsamer	83.0			1.0					
42	41	327/2	327/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1174	Ich												
42	41	965/6	965/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	1175													
42	41	967/6	967/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	1176													
42	41	323/2	323/2	0.0	1/4	1/4	Spanner	4/4	2	1	0															3	
42	41	323/2	323/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	1177												3	
42	41	971/6	971/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	1178												3	
42	41	973/6	973/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	1179												3	
42	41	325/2	325/2	0.0	1/2	1/2	Spanner	4/4	2	1	0																
42	41	325/2	325/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	1180													
42	41	977/6	977/6	0.0	7/12	7/12	Spanner	4/4	2	1	0													6			
42	41	977/6	977/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	1181										6			
42	41	979/6	979/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	1182										6			
42	41	327/2	327/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	1183										6			
42	41	983/6	983/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	1184										6			
42	41	985/6	985/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	1185										6			
42	41	321/2	321/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	1186													
42	41	965/6	965/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	1187													
42	41	967/6	967/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	1188													
42	41	323/2	323/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	1189													
42	41	971/6	971/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	1190													
42	41	973/6	973/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	1191													
42	41	325/2	325/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	1192													
42	41	977/6	977/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	1193													
42	41	979/6	979/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	1194													
42	41	327/2	327/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	1195													
42	41	983/6	983/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	1196													
42	41	985/6	985/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	1197													
42	41	321/2	321/2	4.0	0	0	Chord	4/4	3	2	1	1	1	1198													
43	42	329/2	329/2	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	1199	a-												
43	42	166	166	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1200	-ber												
43	42	333/2	333/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1201	zog												
43	42	335/2	335/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1202	den												
43	42	329/2	329/2	0.0	0	0	Dynamic	4/4	2	1	0					p											
43	42	329/2	329/2	0.0	0	0	Spanner	4/4	2	1	0																
43	42	989/6	989/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12	1/8	2/3	1203													
43	42	991/6	991/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12	1/8	2/3	1204													
43	42	331/2	331/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12	1/8	2/3	1205													
43	42	995/6	995/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12	1/8	2/3	1206													
43	42	997/6	997/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12	1/8	2/3	1207													
43	42	333/2	333/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12	1/8	2/3	1208													
43	42	1001/6	1001/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12	1/8	2/3	1209													
43	42	1003/6	1003/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12	1/8	2/3	1210													
43	42	335/2	335/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12	1/8	2/3	1211													
43	42	1007/6	1007/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12	1/8	2/3	1212													
43	42	1009/6	1009/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12	1/8	2/3	1213													
43	42	329/2	329/2	0.3333333333333333	0	0	Chord	4/4	3	1	1/12	1/8	2/3	1214													
43	42	989/6	989/6	0.3333333333333333	1/12	1/12	Chord	4/4	3	1	1/12	1/8	2/3	1215													
43	42	991/6	991/6	0.3333333333333333	1/6	1/6	Chord	4/4	3	1	1/12	1/8	2/3	1216													
43	42	331/2	331/2	0.3333333333333333	1/4	1/4	Chord	4/4	3	1	1/12	1/8	2/3	1217													
43	42	995/6	995/6	0.3333333333333333	1/3	1/3	Chord	4/4	3	1	1/12	1/8	2/3	1218													
43	42	997/6	997/6	0.3333333333333333	5/12	5/12	Chord	4/4	3	1	1/12	1/8	2/3	1219													
43	42	333/2	333/2	0.3333333333333333	1/2	1/2	Chord	4/4	3	1	1/12	1/8	2/3	1220													
43	42	1001/6	1001/6	0.3333333333333333	7/12	7/12	Chord	4/4	3	1	1/12	1/8	2/3	1221													
43	42	1003/6	1003/6	0.3333333333333333	2/3	2/3	Chord	4/4	3	1	1/12	1/8	2/3	1222													
43	42	335/2	335/2	0.3333333333333333	3/4	3/4	Chord	4/4	3	1	1/12	1/8	2/3	1223													
43	42	1007/6	1007/6	0.3333333333333333	5/6	5/6	Chord	4/4	3	1	1/12	1/8	2/3	1224													
43	42	1009/6	1009/6	0.3333333333333333	11/12	11/12	Chord	4/4	3	1	1/12	1/8	2/3	1225													
43	42	329/2	329/2	4.0	0	0	Chord	4/4	3	2	1	1	1	1226													
